"region","culture","indicateur","Unit","Date","Value"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2016","2479"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2017","2691.833"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2018","2545.745"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2019","3233.12849"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2020","4092"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2021","4000"
"REGION DE SEDHIOU","FONIO","Production en tonne","tonnes","2022","4501.1"
"REGION DE SEDHIOU","FONIO","Superficie en ha","Ha","2017","3391.6"
"REGION DE SEDHIOU","FONIO","Superficie en ha","Ha","2018","3199"
"REGION DE SEDHIOU","FONIO","Superficie en ha","Ha","2019","3689.33"
"REGION DE SEDHIOU","FONIO","Superficie en ha","Ha","2020","4000"
"REGION DE SEDHIOU","FONIO","Superficie en ha","Ha","2021","4000"
"REGION DE SEDHIOU","FONIO","Superficie en ha","Ha","2022","4001"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2010","609"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2011","601"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2012","632"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2013","630"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2014","700"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2015","805"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2016","805"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2017","793.67643590046"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2018","795.793998124414"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2019","876.345702336197"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2020","1023"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2021","1000"
"REGION DE SEDHIOU","FONIO","Rendement kg/ha","KG/HA","2022","1124.99375156211"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2010","53785"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2011","25415"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2012","40601"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2013","31188"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2014","18179"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2015","33877"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2016","37051"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2017","37706.6048071792"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2018","45147.225399075"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2019","67703.349787"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2020","86933.277"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2021","113501.376655906"
"REGION DE SEDHIOU","MIL","Production en tonne","tonnes","2022","143705.064440502"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2010","47612"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2011","33682"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2012","34167"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2013","22445"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2014","36515"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2015","36130"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2017","32603.6314152625"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2018","28512"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2019","33876"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2020","43706"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2021","62886.8959252182"
"REGION DE SEDHIOU","MIL","Superficie en ha","Ha","2022","62886.8959252182"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2010","1130"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2011","755"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2012","1188"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2013","1074"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2014","810"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2015","928"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2016","1025"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2017","1156.51549138566"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2018","1583.44645759943"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2019","1998.56387374542"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2020","1989.04674415412"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2021","1804.8494044113"
"REGION DE SEDHIOU","MIL","Rendement kg/ha","KG/HA","2022","2285.13527860221"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2010","8879"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2011","7277"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2012","2693"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2013","1201"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2014","4541"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2015","7975"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2016","11124"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2017","5756.89847254286"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2018","6310.09847254286"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2019","7029.935"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2020","9185.49779088858"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2021","9854.87786817705"
"REGION DE SEDHIOU","MANIOC","Production en tonne","tonnes","2022","10968.3809893637"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2010","864"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2011","710"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2012","269"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2013","124"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2014","522"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2015","817"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2016","899"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2017","507.988719171429"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2018","556.288719171429"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2019","556.8"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2020","667.375081264385"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2021","671.806182031256"
"REGION DE SEDHIOU","MANIOC","Superficie en ha","Ha","2022","657.055918719163"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2010","10277"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2011","10252"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2012","10000"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2013","9691"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2014","8693"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2015","9761"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2016","12377"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2017","11332.7289667629"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2018","11343.20768169"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2019","12625.6016522989"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2020","13763.6211611109"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2021","14669.2277203822"
"REGION DE SEDHIOU","MANIOC","Rendement kg/ha","KG/HA","2022","16693.2230223951"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2010","29142"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2011","16781"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2012","30513"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2013","32660"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2014","70721"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2015","174264"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2016","170386"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2017","101926.2812"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2018","146918.409090909"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2019","264999.591479359"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2020","333010.920786695"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2021","66047.4614895768"
"REGION DE SEDHIOU","RIZ","Production en tonne","tonnes","2022","357039.892938"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2010","18288"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2011","23219"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2012","20025"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2014","34710"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2015","60265"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2016","66700"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2017","54624.9"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2018","55450"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2019","92557.9865762617"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2020","105088.273724631"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2021","27900.882"
"REGION DE SEDHIOU","RIZ","Superficie en ha","Ha","2022","99260.182"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2010","1594"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2011","723"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2012","1524"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2013","1547"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2014","2037"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2015","2892"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2016","2555"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2017","1865.93076051398"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2018","2649.56553815887"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2019","2863.06564437869"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2020","3168.86850438998"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2021","2367.21769188432"
"REGION DE SEDHIOU","RIZ","Rendement kg/ha","KG/HA","2022","3597.01025873598"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2010","1554"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2011","1715"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2012","2983"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2013","2210"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2014","3622"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2015","660"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2016","1078"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2017","927.82477413441"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2018","1346.49260100552"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2019","1503.0678933"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2020","1116.56326446184"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2021","2858.32095729124"
"REGION DE SEDHIOU","NIEBE","Production en tonne","tonnes","2022","2973.03005760288"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2010","2390"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2011","3100"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2012","4200"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2013","2958"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2014","5905"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2015","858"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2016","1971"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2017","1536.26551450372"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2018","2191.21776379598"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2019","2284.19"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2020","1768.11095770073"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2021","3117.61733844561"
"REGION DE SEDHIOU","NIEBE","Superficie en ha","Ha","2022","2179.35684720009"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2010","650"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2011","553"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2012","710"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2013","747"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2014","613"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2015","770"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2016","547"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2017","603.948188236288"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2018","614.495110094812"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2019","658.031027760388"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2020","631.500675678085"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2021","916.828669780349"
"REGION DE SEDHIOU","NIEBE","Rendement kg/ha","KG/HA","2022","1364.17772124949"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2010","2163"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2011","2319"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2012","1843"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2013","2938"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2014","4933"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2015","16354"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2016","18461"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2017","22251.1092"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2018","28378.742"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2019","32144.37905"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2020","47712.151"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2021","49429.6868144013"
"REGION DE SEDHIOU","SORGHO","Production en tonne","tonnes","2022","56057.7666475591"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2010","1732"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2011","3420"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2012","1596"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2014","4539"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2015","14251"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2016","15677"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2017","18121.7"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2018","18774.78"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2019","20001.5"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2020","22059"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2021","26926.6991073187"
"REGION DE SEDHIOU","SORGHO","Superficie en ha","Ha","2022","26926.6991073187"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2010","1249"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2011","678"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2012","1155"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2013","1080"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2014","1087"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2015","1148"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2016","1178"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2017","1227.87096133365"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2018","1511.53526166485"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2019","1607.09842011849"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2020","2162.933541865"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2021","1835.71282233277"
"REGION DE SEDHIOU","SORGHO","Rendement kg/ha","KG/HA","2022","2081.86552774761"
"BOUNKILING","ARACHIDE","Production en tonne","tonnes","2017","29983.3411602907"
"BOUNKILING","ARACHIDE","Production en tonne","tonnes","2018","39289.793642449"
"BOUNKILING","ARACHIDE","Production en tonne","tonnes","2019","47627.983392"
"BOUNKILING","ARACHIDE","Production en tonne","tonnes","2020","24196.3776208316"
"BOUNKILING","ARACHIDE","Production en tonne","tonnes","2021","36076.5215892185"
"BOUNKILING","ARACHIDE","Production en tonne","tonnes","2022","46995.6963095342"
"BOUNKILING","ARACHIDE","Superficie en ha","Ha","2017","16592.8838739849"
"BOUNKILING","ARACHIDE","Superficie en ha","Ha","2018","15884"
"BOUNKILING","ARACHIDE","Superficie en ha","Ha","2019","19060.8"
"BOUNKILING","ARACHIDE","Superficie en ha","Ha","2020","17573.4512873626"
"BOUNKILING","ARACHIDE","Superficie en ha","Ha","2021","20432.9114389279"
"BOUNKILING","ARACHIDE","Superficie en ha","Ha","2022","20432.9114389279"
"BOUNKILING","ARACHIDE","Rendement kg/ha","KG/HA","2017","1807"
"BOUNKILING","ARACHIDE","Rendement kg/ha","KG/HA","2018","2473.54530612245"
"BOUNKILING","ARACHIDE","Rendement kg/ha","KG/HA","2019","2498.74"
"BOUNKILING","ARACHIDE","Rendement kg/ha","KG/HA","2020","1376.87112367231"
"BOUNKILING","ARACHIDE","Rendement kg/ha","KG/HA","2021","1765.60847420339"
"BOUNKILING","ARACHIDE","Rendement kg/ha","KG/HA","2022","2300"
"BOUNKILING","MAIS","Production en tonne","tonnes","2017","21257.6"
"BOUNKILING","MAIS","Production en tonne","tonnes","2018","27541.724137931"
"BOUNKILING","MAIS","Production en tonne","tonnes","2019","35695"
"BOUNKILING","MAIS","Production en tonne","tonnes","2020","51256.57"
"BOUNKILING","MAIS","Production en tonne","tonnes","2021","23765.03570742"
"BOUNKILING","MAIS","Production en tonne","tonnes","2022","34747.516"
"BOUNKILING","MAIS","Superficie en ha","Ha","2017","10400"
"BOUNKILING","MAIS","Superficie en ha","Ha","2018","11000"
"BOUNKILING","MAIS","Superficie en ha","Ha","2019","12100"
"BOUNKILING","MAIS","Superficie en ha","Ha","2020","15670"
"BOUNKILING","MAIS","Superficie en ha","Ha","2021","8032.85"
"BOUNKILING","MAIS","Superficie en ha","Ha","2022","11505.8"
"BOUNKILING","MAIS","Rendement kg/ha","KG/HA","2017","2044"
"BOUNKILING","MAIS","Rendement kg/ha","KG/HA","2018","2503.79310344828"
"BOUNKILING","MAIS","Rendement kg/ha","KG/HA","2019","2950"
"BOUNKILING","MAIS","Rendement kg/ha","KG/HA","2020","3271"
"BOUNKILING","MAIS","Rendement kg/ha","KG/HA","2021","2958.4812"
"BOUNKILING","MAIS","Rendement kg/ha","KG/HA","2022","3020"
"BOUNKILING","FONIO","Production en tonne","tonnes","2017","359.833"
"BOUNKILING","FONIO","Production en tonne","tonnes","2018","225.745"
"BOUNKILING","FONIO","Production en tonne","tonnes","2019","425.92849"
"BOUNKILING","FONIO","Production en tonne","tonnes","2021","0"
"BOUNKILING","FONIO","Superficie en ha","Ha","2017","476.6"
"BOUNKILING","FONIO","Superficie en ha","Ha","2018","299"
"BOUNKILING","FONIO","Superficie en ha","Ha","2019","499.33"
"BOUNKILING","FONIO","Rendement kg/ha","KG/HA","2017","755"
"BOUNKILING","FONIO","Rendement kg/ha","KG/HA","2018","755"
"BOUNKILING","FONIO","Rendement kg/ha","KG/HA","2019","853"
"BOUNKILING","MIL","Production en tonne","tonnes","2017","15414.2848071792"
"BOUNKILING","MIL","Production en tonne","tonnes","2018","17244.3137142857"
"BOUNKILING","MIL","Production en tonne","tonnes","2019","36221.7555"
"BOUNKILING","MIL","Production en tonne","tonnes","2020","35068.563"
"BOUNKILING","MIL","Production en tonne","tonnes","2021","40574.637599248"
"BOUNKILING","MIL","Production en tonne","tonnes","2022","50107.21764"
"BOUNKILING","MIL","Superficie en ha","Ha","2017","13085.1314152625"
"BOUNKILING","MIL","Superficie en ha","Ha","2018","9663"
"BOUNKILING","MIL","Superficie en ha","Ha","2019","14494.5"
"BOUNKILING","MIL","Superficie en ha","Ha","2020","17649"
"BOUNKILING","MIL","Superficie en ha","Ha","2021","21677.36"
"BOUNKILING","MIL","Superficie en ha","Ha","2022","21677.36"
"BOUNKILING","MIL","Rendement kg/ha","KG/HA","2017","1178"
"BOUNKILING","MIL","Rendement kg/ha","KG/HA","2018","1784.57142857143"
"BOUNKILING","MIL","Rendement kg/ha","KG/HA","2019","2499"
"BOUNKILING","MIL","Rendement kg/ha","KG/HA","2020","1987"
"BOUNKILING","MIL","Rendement kg/ha","KG/HA","2021","1871.7518"
"BOUNKILING","MIL","Rendement kg/ha","KG/HA","2022","2311.5"
"BOUNKILING","MANIOC","Production en tonne","tonnes","2017","224.898472542857"
"BOUNKILING","MANIOC","Production en tonne","tonnes","2018","224.898472542857"
"BOUNKILING","MANIOC","Production en tonne","tonnes","2019","274.725"
"BOUNKILING","MANIOC","Production en tonne","tonnes","2020","1683.38908352571"
"BOUNKILING","MANIOC","Production en tonne","tonnes","2021","1914"
"BOUNKILING","MANIOC","Production en tonne","tonnes","2022","2270.4"
"BOUNKILING","MANIOC","Superficie en ha","Ha","2017","24.9887191714286"
"BOUNKILING","MANIOC","Superficie en ha","Ha","2018","24.9887191714286"
"BOUNKILING","MANIOC","Superficie en ha","Ha","2019","27.5"
"BOUNKILING","MANIOC","Superficie en ha","Ha","2020","124.695487668571"
"BOUNKILING","MANIOC","Superficie en ha","Ha","2021","132"
"BOUNKILING","MANIOC","Superficie en ha","Ha","2022","132"
"BOUNKILING","MANIOC","Rendement kg/ha","KG/HA","2017","9000"
"BOUNKILING","MANIOC","Rendement kg/ha","KG/HA","2018","9000"
"BOUNKILING","MANIOC","Rendement kg/ha","KG/HA","2019","9990"
"BOUNKILING","MANIOC","Rendement kg/ha","KG/HA","2020","13500"
"BOUNKILING","MANIOC","Rendement kg/ha","KG/HA","2021","14500"
"BOUNKILING","MANIOC","Rendement kg/ha","KG/HA","2022","17200"
"BOUNKILING","RIZ","Production en tonne","tonnes","2017","33413.596"
"BOUNKILING","RIZ","Production en tonne","tonnes","2018","45793.4090909091"
"BOUNKILING","RIZ","Production en tonne","tonnes","2019","79655.3341299068"
"BOUNKILING","RIZ","Production en tonne","tonnes","2020","102000"
"BOUNKILING","RIZ","Production en tonne","tonnes","2021","17470.1682265728"
"BOUNKILING","RIZ","Production en tonne","tonnes","2022","112970.761888"
"BOUNKILING","RIZ","Superficie en ha","Ha","2017","14572"
"BOUNKILING","RIZ","Superficie en ha","Ha","2018","15000"
"BOUNKILING","RIZ","Superficie en ha","Ha","2019","26382.3571179151"
"BOUNKILING","RIZ","Superficie en ha","Ha","2020","30000"
"BOUNKILING","RIZ","Superficie en ha","Ha","2021","6310.048"
"BOUNKILING","RIZ","Superficie en ha","Ha","2022","31184.748"
"BOUNKILING","RIZ","Rendement kg/ha","KG/HA","2017","2293"
"BOUNKILING","RIZ","Rendement kg/ha","KG/HA","2018","3052.89393939394"
"BOUNKILING","RIZ","Rendement kg/ha","KG/HA","2019","3019.26525267965"
"BOUNKILING","RIZ","Rendement kg/ha","KG/HA","2020","3400"
"BOUNKILING","RIZ","Rendement kg/ha","KG/HA","2021","2768.62683557602"
"BOUNKILING","RIZ","Rendement kg/ha","KG/HA","2022","3622.62866090821"
"BOUNKILING","NIEBE","Production en tonne","tonnes","2017","268.308977455357"
"BOUNKILING","NIEBE","Production en tonne","tonnes","2018","282.049831455983"
"BOUNKILING","NIEBE","Production en tonne","tonnes","2019","359.8056"
"BOUNKILING","NIEBE","Production en tonne","tonnes","2020","230.314325564234"
"BOUNKILING","NIEBE","Production en tonne","tonnes","2021","423.159831253313"
"BOUNKILING","NIEBE","Production en tonne","tonnes","2022","509.565306992283"
"BOUNKILING","NIEBE","Superficie en ha","Ha","2017","429.294363928571"
"BOUNKILING","NIEBE","Superficie en ha","Ha","2018","472.223800321429"
"BOUNKILING","NIEBE","Superficie en ha","Ha","2019","519.2"
"BOUNKILING","NIEBE","Superficie en ha","Ha","2020","553.108370711417"
"BOUNKILING","NIEBE","Superficie en ha","Ha","2021","574.165306992283"
"BOUNKILING","NIEBE","Superficie en ha","Ha","2022","509.565306992283"
"BOUNKILING","NIEBE","Rendement kg/ha","KG/HA","2017","625"
"BOUNKILING","NIEBE","Rendement kg/ha","KG/HA","2018","597.28"
"BOUNKILING","NIEBE","Rendement kg/ha","KG/HA","2019","693"
"BOUNKILING","NIEBE","Rendement kg/ha","KG/HA","2020","416.4"
"BOUNKILING","NIEBE","Rendement kg/ha","KG/HA","2021","737"
"BOUNKILING","NIEBE","Rendement kg/ha","KG/HA","2022","1000"
"BOUNKILING","SORGHO","Production en tonne","tonnes","2017","7423.08"
"BOUNKILING","SORGHO","Production en tonne","tonnes","2018","10502.8"
"BOUNKILING","SORGHO","Production en tonne","tonnes","2019","12246.2648"
"BOUNKILING","SORGHO","Production en tonne","tonnes","2020","15342.701"
"BOUNKILING","SORGHO","Production en tonne","tonnes","2021","17370.5703753374"
"BOUNKILING","SORGHO","Production en tonne","tonnes","2022","19094.6058609433"
"BOUNKILING","SORGHO","Superficie en ha","Ha","2017","6185.9"
"BOUNKILING","SORGHO","Superficie en ha","Ha","2018","6200"
"BOUNKILING","SORGHO","Superficie en ha","Ha","2019","6820"
"BOUNKILING","SORGHO","Superficie en ha","Ha","2020","7009"
"BOUNKILING","SORGHO","Superficie en ha","Ha","2021","9692.69333042809"
"BOUNKILING","SORGHO","Superficie en ha","Ha","2022","9692.69333042809"
"BOUNKILING","SORGHO","Rendement kg/ha","KG/HA","2017","1200"
"BOUNKILING","SORGHO","Rendement kg/ha","KG/HA","2018","1694"
"BOUNKILING","SORGHO","Rendement kg/ha","KG/HA","2019","1795.64"
